month,Adj Close,Close,High,Low,Open,Volume,daily_return,rolling_volatility,sma_20,sma_50,ema_20,rsi_14,best_strategy,regime
2000-03-31,95.24880981445312,150.375,152.3125,148.4375,149.625,9249100.0,0.0113503030538693,0.0171268587994121,91.99522514343262,89.6511360168457,92.876626304872,71.96117051823373,momentum,0
2000-04-30,91.9035873413086,145.09375,147.859375,145.0625,147.0,8743400.0,-0.0062069644292493,0.0213225476683016,92.81904563903808,91.02436386108398,92.24679524192676,41.30249176847427,momentum,0
2000-05-31,90.45858001708984,142.8125,144.0,142.09375,142.5625,6056500.0,0.0021921868718646,0.0159282231233497,89.7277214050293,92.01580505371092,89.86877981419907,58.72084997597722,buy_hold,0
2000-06-30,92.23897552490234,145.28125,145.59375,143.890625,143.9375,7420200.0,0.0075855103401309,0.0089509188591453,92.925044631958,91.50773529052736,92.398812632089,52.29408484409795,mean_reversion,0
2000-07-31,90.7906265258789,143.0,144.125,142.0625,142.9375,5265500.0,0.006377839999736,0.0112293476782364,93.649165725708,92.53930282592772,93.07909962371376,35.84916487426122,buy_hold,0
2000-08-31,96.72296142578124,152.34375,153.09375,150.90625,151.0625,4863100.0,0.0133026792949921,0.006619206751194,94.98394355773924,93.87148025512695,95.14029453197176,72.89770770477331,mean_reversion,0
2000-09-30,91.4165496826172,143.625,145.96875,143.625,145.46875,9333600.0,-0.0094827898342559,0.0102804729897523,93.41075744628908,93.79853637695312,92.88647444439424,36.59794436164073,momentum,0
2000-10-31,90.98892974853516,142.953125,143.6875,140.0625,141.015625,7752400.0,0.0172341513131089,0.0179744891884246,88.34993057250976,91.71277908325196,88.98210619955765,60.86723169342512,momentum,0
2000-11-30,84.19635009765625,132.28125,133.5,129.75,132.5,11201600.0,-0.0086645634661128,0.0137584631488037,87.54933471679688,88.6298875427246,86.81067823145588,34.44187232895699,momentum,0
2000-12-31,83.75623321533203,131.1875,134.28125,131.1875,134.0625,8774600.0,-0.018929717006888,0.0186394204015471,84.85163726806641,86.75140869140625,84.73295061005635,46.05949201311703,buy_hold,0
2001-01-31,87.47998809814453,137.02000427246094,138.6999969482422,136.60000610351562,137.39999389648438,9706900.0,-0.0056607779036363,0.0147224553583654,85.5458480834961,85.1958253479004,86.01760501824708,75.80054721905894,mean_reversion,0
2001-02-28,79.13549041748047,123.9499969482422,126.83999633789062,123.2699966430664,126.75,14825800.0,-0.019693371562258,0.0121900559569415,83.7891342163086,84.3383464050293,82.85877350303745,25.6128057516476,momentum,0
2001-03-31,74.70098114013672,116.69000244140624,116.69000244140624,114.5,115.5500030517578,9183600.0,0.0104780571655735,0.0202613405412333,75.687841796875,80.84730926513672,75.6895221407223,48.03946164902652,buy_hold,0
2001-04-30,81.08345794677734,126.66000366210938,127.2699966430664,124.66999816894533,126.4499969482422,10766900.0,0.0069967314539194,0.0187789620759154,76.33146133422852,76.91446044921875,77.60330191083091,76.60506007363442,mean_reversion,0
2001-05-31,80.62892150878906,125.9499969482422,126.76000213623048,125.26000213623048,125.43000030517578,9874200.0,0.0051877311518395,0.0106192690120364,81.6035530090332,78.19473266601562,81.29476655476057,49.76896634297273,momentum,0
2001-06-30,78.70755004882812,122.5999984741211,124.01000213623048,122.26000213623048,122.8000030517578,9824200.0,0.003683808870017,0.0082815805187705,79.54577560424805,80.44147384643554,79.2452902691889,35.57807264032394,momentum,0
2001-07-31,77.90509796142578,121.3499984741211,122.68000030517578,120.8000030517578,121.0,11918100.0,0.0041376322253068,0.0121122112364491,77.38443069458008,79.15588958740234,77.60597889981648,59.14976374597183,momentum,0
2001-08-31,73.28274536132812,114.1500015258789,114.7699966430664,113.12999725341795,113.4000015258789,15985400.0,0.007323911048412,0.011177950371978,75.56792526245117,76.88573318481446,75.37637697317146,34.838496528208566,momentum,0
2001-09-30,67.30066680908203,104.44000244140624,109.62000274658205,102.5,102.9800033569336,21687200.0,0.0212184628550133,0.0196721759839378,69.13170413970947,73.73615272521972,68.53921540351418,34.03963131157194,buy_hold,0
2001-10-31,68.17706298828125,105.8000030517578,107.86000061035156,105.8000030517578,106.9000015258789,28124200.0,-0.0033910629665276,0.0123722207648215,69.72328033447266,70.18031852722169,69.5144358654915,34.69396912896815,buy_hold,0
2001-11-30,73.4933090209961,114.0500030517578,114.91000366210938,114.0199966430664,114.4000015258789,13680300.0,-0.0071385031849562,0.0101756786833319,73.2767951965332,70.52020034790038,73.09679731560726,54.74668514590429,buy_hold,0
2001-12-31,73.90774536132812,114.3000030517578,116.38999938964844,114.2300033569336,116.1500015258789,14619500.0,-0.0146554103936012,0.0105992639165441,74.15247077941895,72.93137786865235,74.0741132815316,51.36541042849768,mean_reversion,0
2002-01-31,73.18354797363281,113.18000030517578,113.3000030517578,111.62000274658205,112.1500015258789,19909200.0,0.011710225806921,0.0113357614815997,73.88479423522949,74.03390625,73.46093416234537,40.52301392364552,momentum,0
2002-02-28,71.87092590332031,111.1500015258789,112.75,111.02999877929688,111.83000183105467,23755400.0,-0.0044781367062324,0.0129172049927596,71.52078094482422,73.05880279541016,71.8150110578495,59.26600710604153,buy_hold,0
2002-03-31,74.26212310791016,114.5199966430664,115.7699966430664,114.5,114.97000122070312,17532900.0,-0.0004363348529574,0.0096296858611122,74.94406776428222,73.17841949462891,74.3722653938975,37.37151411605608,mean_reversion,0
2002-04-30,69.9433364868164,107.86000061035156,108.63999938964844,106.63999938964844,107.0199966430664,19473500.0,0.0093582069306905,0.0110263002972558,72.09561157226562,73.19554702758789,71.85590777972028,31.992145269754403,momentum,0
2002-05-31,69.5283432006836,107.22000122070312,108.55999755859376,106.8499984741211,107.4000015258789,19826300.0,0.00205618351009,0.0143502684037505,70.21311569213867,71.6274171447754,70.43793022007632,55.78708179797028,momentum,0
2002-06-30,64.39659118652344,98.95999908447266,100.5,98.87999725341795,99.23999786376952,28184200.0,-0.0047275673433377,0.0144898547895116,66.15258407592773,68.72598861694335,66.14550275814727,37.41165419687243,momentum,0
2002-07-31,59.320899963378906,91.16000366210938,91.5500030517578,89.25,90.48999786376952,44669900.0,0.002419247541173,0.0278379532006981,58.56018981933594,63.61597831726074,58.66222166469188,46.82272979773225,buy_hold,0
2002-08-31,59.7243537902832,91.77999877929688,93.38999938964844,91.4000015258789,91.68000030517578,30366700.0,-0.0039072910672266,0.0199360023762123,59.915994262695314,59.88872947692871,60.21635631813201,53.17982981215188,mean_reversion,0
2002-09-30,53.46210861206055,81.79000091552734,82.80000305175781,80.9000015258789,82.0,73096400.0,-0.0116015821121435,0.0174171126954923,56.813696479797365,57.935386428833006,56.46834103592549,22.49774216752597,buy_hold,0
2002-10-31,57.86117935180664,88.5199966430664,90.3000030517578,88.19000244140625,89.66000366210938,41620600.0,-0.0101757432005039,0.0223007551233637,56.36302165985107,57.10136848449707,57.23799673555097,61.64539566923366,buy_hold,0
2002-11-30,61.43013381958008,93.9800033569336,94.9499969482422,93.7699966430664,94.8000030517578,19385700.0,-0.0031817508227512,0.0147692531377417,59.78488636016846,57.38977714538574,59.814043256353386,64.73806425982032,mean_reversion,0
2002-12-31,57.95501327514648,88.2300033569336,88.43000030517578,87.11000061035156,87.98999786376953,34036600.0,0.0013617280209945,0.0128667323371861,59.052758407592776,59.283911819458005,58.86149724791281,40.916871612152136,momentum,0
2003-01-31,56.52965545654297,86.05999755859375,86.20999908447266,84.1500015258789,84.1500015258789,55317000.0,0.0193064093294994,0.0132335922321406,58.9945240020752,59.36803207397461,58.10516111957834,25.86189218567644,momentum,0
2003-02-28,55.76768112182617,84.9000015258789,85.2300033569336,84.16000366210938,84.47000122070312,43666800.0,0.0066397268393503,0.0121721091753562,55.42282752990722,57.5375415802002,55.764981278117226,55.64038040603497,buy_hold,0
2003-03-31,55.88705825805664,84.73999786376953,86.58999633789062,84.4000015258789,85.3499984741211,61119500.0,-0.0227188434475108,0.0172653067963587,56.00933628082275,55.99177474975586,56.51938389820435,64.01999319614484,buy_hold,0
2003-04-30,60.6157112121582,91.91000366210938,92.56999969482422,91.41000366210938,91.91000366210938,48709100.0,-0.002171354386223,0.0118205551634379,58.99595813751221,57.11515022277832,59.15544242543473,68.82726449489624,buy_hold,0
2003-05-31,63.939640045166016,96.9499969482422,97.08999633789062,95.55999755859376,95.9000015258789,52529500.0,0.0160341228159506,0.010033920794814,62.07092800140381,59.97211471557617,61.92203459131864,66.49596861415738,buy_hold,0
2003-06-30,64.62071990966797,97.62999725341795,98.66999816894533,97.47000122070312,98.22000122070312,33349000.0,-0.0003066367741055,0.0099814817442388,65.5945499420166,63.1988330078125,65.00755276931334,44.20660733078432,buy_hold,0
2003-07-31,65.78565979003906,99.38999938964844,100.91000366210938,99.16999816894533,99.9800033569336,54937200.0,0.002319736287506,0.0097985129245678,65.9610439300537,65.28204368591308,65.75574435651217,45.6231904015157,buy_hold,0
2003-08-31,67.14253234863281,101.44000244140624,101.4800033569336,100.4800033569336,100.61000061035156,28706600.0,0.0067483725647099,0.0072645775059825,65.82768154144287,65.75228828430176,66.13003196653577,71.04070431521723,mean_reversion,0
2003-09-30,66.41028594970703,99.9499969482422,100.76000213623048,99.25,100.4800033569336,70764500.0,-0.0097093553001277,0.0084884957942872,67.88037223815918,66.67145774841309,67.41802753596096,42.45483511112205,buy_hold,0
2003-10-31,69.9649658203125,105.3000030517578,105.73999786376952,105.22000122070312,105.4000015258789,25761600.0,-0.0009494329711761,0.0057212518270869,69.45736846923828,68.35899810791015,69.26027909119887,52.923352235909526,buy_hold,0
2003-11-30,70.72906494140625,106.4499969482422,106.66000366210938,106.1999969482422,106.27999877929688,10507500.0,0.0007515405934472,0.0066769461402914,70.07329216003419,69.28700592041015,69.94736016266788,54.83841950210268,buy_hold,0
2003-12-31,74.28768157958984,111.27999877929688,111.5199966430664,110.83999633789062,111.22000122070312,31501800.0,0.0008994391097711,0.0058168820460685,72.36007881164551,70.91997039794921,72.58461736837364,86.31885105823584,buy_hold,0
2004-01-31,75.75637817382812,113.4800033569336,113.72000122070312,113.08999633789062,113.5199966430664,30984400.0,0.0,0.0067184100401295,75.82376823425292,73.30480865478516,75.57085274641432,56.18637207999088,buy_hold,0
2004-02-29,76.78439331054688,115.0199966430664,115.73999786376952,114.62999725341795,115.19000244140624,39312000.0,0.0006959134597459,0.0052401930024217,76.55876693725585,75.54078338623047,76.53669234890064,54.74174814882426,mean_reversion,0
2004-03-31,75.76736450195312,113.0999984741211,113.4000015258789,112.37999725341795,112.98999786376952,48517600.0,0.0011506551798738,0.0098609864823201,75.13974075317383,76.02106399536133,75.15920446977444,60.25308266999061,momentum,0
2004-04-30,74.3337631225586,110.95999908447266,112.37999725341795,110.9000015258789,112.16999816894533,48681400.0,-0.0077795472788438,0.007942429362597,76.14117393493652,75.8692317199707,75.78350195512908,32.518204991453274,buy_hold,0
2004-05-31,75.6065673828125,112.86000061035156,112.87999725341795,112.36000061035156,112.7300033569336,23367200.0,-8.879216820789626e-05,0.007659813331324,74.2051025390625,75.06675689697266,74.54423911933287,76.47684691910787,buy_hold,0
2004-06-30,77.00537872314453,114.52999877929688,114.79000091552734,113.6500015258789,114.06999969482422,52230600.0,0.005354353516223,0.0066640135512854,76.37674522399902,75.37308227539063,76.26082646333843,57.963838682240606,mean_reversion,0
2004-07-31,74.5243911743164,110.83999633789062,110.9000015258789,110.0999984741211,110.31999969482422,41581700.0,0.0024420518120145,0.0068778142191882,74.53649215698242,75.30241226196289,74.52957965384176,44.58515209629998,buy_hold,0
2004-08-31,74.70594787597656,111.11000061035156,111.16000366210938,110.0999984741211,110.66000366210938,44125300.0,0.0052478559123845,0.0080303302967053,73.50341453552247,74.44989273071289,74.02699747163017,67.6647650523329,buy_hold,0
2004-09-30,75.45577239990234,111.76000213623048,111.9800033569336,111.26000213623048,111.5500030517578,43536700.0,-0.0007149485991766,0.0059285065416652,75.69210243225098,74.4898959350586,75.36125706831216,44.6988529997968,buy_hold,0
2004-10-31,76.4280014038086,113.1999969482422,113.63999938964844,112.9000015258789,113.12000274658205,48820200.0,-0.0001763589570488,0.0075577816243966,75.69171981811523,75.5036311340332,75.5485197096537,51.14909700099117,buy_hold,0
2004-11-30,79.83031463623047,117.88999938964844,118.23999786376952,117.63999938964844,118.0,53685200.0,0.0006784345510058,0.0060554554627108,79.45952644348145,77.18014312744141,79.20975697306824,59.74296090634304,buy_hold,0
2004-12-31,82.23493957519531,120.87000274658205,121.66000366210938,120.8000030517578,121.3000030517578,28648800.0,-0.0021462002775257,0.0043716132622739,81.53836097717286,79.72130477905273,81.55829723186355,69.73118585308421,mean_reversion,0
2005-01-31,80.39115905761719,118.16000366210938,118.25,117.70999908447266,117.9499969482422,52532700.0,0.0062164269210305,0.0062815316106561,80.33162651062011,80.77433242797852,80.3178799298024,45.08198873902265,buy_hold,0
2005-02-28,82.0716323852539,120.62999725341795,121.3000030517578,120.04000091552734,121.1500015258789,69381300.0,-0.0065884561464198,0.0067169128164078,81.63008651733398,81.22067672729492,81.58207314862976,52.892651977030695,mean_reversion,0
2005-03-31,80.5703353881836,117.95999908447266,118.45999908447266,117.87000274658205,118.19000244140624,64575400.0,-0.0018613055622347,0.00681887751028,81.41320610046387,81.27949172973632,80.96741548825092,34.23426590106229,momentum,0
2005-04-30,79.06082916259766,115.75,115.87000274658205,113.97000122070312,115.06999969482422,103993800.0,0.013572515450811,0.0098703524170028,79.50786895751953,80.71419509887696,79.34606989689698,42.69686580724064,buy_hold,0
2005-05-31,81.60848999023438,119.4800033569336,120.16999816894533,119.4000015258789,120.08000183105467,43377200.0,-0.0064034963459748,0.0060928744339816,80.66696205139161,80.09315353393555,80.87158847348022,66.8609768698052,buy_hold,0
2005-06-30,81.73218536376953,119.18000030517578,120.31999969482422,118.9499969482422,120.22000122070312,62288800.0,-0.0054239889542729,0.0048960501389629,82.39555778503419,81.1583430480957,82.19351488888937,45.92343362377228,buy_hold,0
2005-07-31,84.85934448242188,123.73999786376952,124.62999725341795,123.5,124.41000366210938,62358100.0,-0.0066628621746869,0.0051886615421806,83.90096282958984,82.8859391784668,84.06264525578499,63.39231763784664,mean_reversion,0
2005-08-31,84.06385040283203,122.58000183105467,122.66000366210938,120.73999786376952,121.19000244140624,102945200.0,0.0126395945477606,0.006455200455554,83.98394813537598,83.77032470703125,83.82194008801085,43.20190392312093,buy_hold,0
2005-09-30,84.738525390625,123.04000091552734,123.04000091552734,121.73999786376952,122.62000274658205,47824200.0,0.0030982042697869,0.0055683433282687,84.382612991333,84.31876907348632,84.17909422339153,44.2832619553417,mean_reversion,0
2005-10-31,82.73438262939453,120.12999725341795,121.3000030517578,120.12999725341795,120.29000091552734,77698900.0,0.0027547605639532,0.0099086631680404,81.95198554992676,83.25528686523438,82.29941812587049,55.97759827242764,buy_hold,0
2005-11-30,86.37073516845703,125.41000366210938,126.5199966430664,125.29000091552734,126.16000366210938,56007200.0,-0.0053926471809185,0.0045932895560566,85.54496307373047,83.76576110839844,85.62758754057205,70.13352436376528,mean_reversion,0
2005-12-31,86.2054672241211,124.51000213623048,125.05999755859376,124.36000061035156,124.8000030517578,44645600.0,-0.0054314698337595,0.0042350549808654,87.21232566833496,85.63270721435546,86.94426611413314,41.463681084227545,buy_hold,0
2006-01-31,88.27562713623047,127.5,128.5399932861328,127.48999786376952,128.32000732421875,72937000.0,-0.0073180978916778,0.0071150723433068,88.48953704833984,87.64180374145508,88.216107793099,41.607154890051305,buy_hold,0
2006-02-28,88.7810287475586,128.22999572753906,129.91000366210938,128.1300048828125,129.1999969482422,74394800.0,-0.0095009272384058,0.0063613246733205,88.45146446228027,88.19013580322266,88.71634172933761,67.6054529652121,buy_hold,0
2006-03-31,90.24625396728516,129.8300018310547,130.24000549316406,129.3699951171875,130.02000427246094,62925600.0,0.000231015916168,0.0049205219459445,89.90463027954101,89.03120590209961,89.98041147804584,61.52816293702178,buy_hold,0
2006-04-30,91.38628387451172,131.47000122070312,131.75,130.7100067138672,130.7899932861328,55854400.0,0.0033586620703971,0.0053362312152775,90.51317253112794,90.01684539794923,90.584247148931,65.74261077569847,mean_reversion,0
2006-05-31,88.63359069824219,127.51000213623048,127.51000213623048,126.1999969482422,126.62000274658205,86926200.0,0.0111814697274825,0.0092533724984642,89.62238655090331,90.14295455932616,89.14983847265272,34.80102079657881,buy_hold,0
2006-06-30,88.86477661132812,127.27999877929688,127.66000366210938,126.95999908447266,127.54000091552734,54227800.0,7.856256099869618e-05,0.0097164903175186,87.15458831787109,88.85095993041992,87.56851360877602,63.90424535701214,buy_hold,0
2006-07-31,89.26275634765625,127.8499984741211,127.95999908447266,127.4499969482422,127.66000366210938,49593100.0,-0.00101598847721,0.0082141188002466,87.99798316955567,87.74492813110352,88.03074903763418,51.751927760005074,buy_hold,0
2006-08-31,91.21066284179688,130.63999938964844,130.99000549316406,130.5800018310547,130.85000610351562,37510300.0,-0.0001532157408098,0.0041975714387258,90.16373977661132,88.87035858154297,90.2838599363061,81.56454944708281,buy_hold,0
2006-09-30,93.67350006103516,133.5800018310547,133.94000244140625,133.47999572753906,133.8000030517578,47966600.0,-0.0008228296616461,0.004746720974027,92.35519714355468,90.74017669677734,92.46428671599897,77.50432338434997,buy_hold,0
2006-10-31,96.62577056884766,137.7899932861328,138.25999450683594,137.25,138.07000732421875,71274100.0,-0.0001452619384589,0.0038466352303978,95.82529678344729,93.5542921447754,95.75241906184796,74.27629283753136,buy_hold,0
2006-11-30,98.54718780517578,140.52999877929688,141.0500030517578,139.75999450683594,140.44000244140625,83994300.0,0.0004268365317545,0.0054184273708291,97.65696487426756,96.09829177856446,97.671896544542,65.98658890402037,buy_hold,0
2006-12-31,99.86489868164062,141.6199951171875,142.5399932861328,141.42999267578125,142.05999755859375,45461200.0,-0.0041489571003585,0.0042661332940991,99.6887050628662,98.2437875366211,99.57840094746751,57.33753246606495,buy_hold,0
2007-01-31,101.36692810058594,143.75,144.1300048828125,142.39999389648438,142.6300048828125,91868600.0,0.0067233263174293,0.0050438115571957,100.35252990722655,99.67474334716798,100.4196402382366,63.138977224777896,mean_reversion,0
2007-02-28,99.37832641601562,140.92999267578125,141.97999572753906,139.8000030517578,140.38999938964844,177536300.0,0.0102509433984214,0.0100458775023764,101.93526573181153,100.90667388916016,101.50355251564574,32.825081035271666,buy_hold,0
2007-03-31,100.53004455566406,142.0,142.83999633789062,140.55999755859375,142.24000549316406,128194100.0,0.0002109474836409,0.0084956084065797,99.5589756011963,100.629347076416,100.2355590222306,57.01880730668018,buy_hold,0
2007-04-30,104.9831085205078,148.2899932861328,149.74000549316406,148.2100067138672,149.63999938964844,100874100.0,-0.0082924414397357,0.0048579955309062,103.6107078552246,101.48766006469728,103.84811304425804,70.95703170548768,buy_hold,0
2007-05-31,108.5441436767578,153.32000732421875,153.88999938964844,153.1199951171875,153.6699981689453,114866700.0,-0.0010422034468476,0.0052115664426655,107.2690773010254,104.73997100830078,107.1254204479682,72.05350447988792,mean_reversion,0
2007-06-30,106.9571304321289,150.42999267578125,151.64999389648438,149.14999389648438,150.89999389648438,199701800.0,0.0003325145341317,0.0093998456972531,107.42073402404785,107.030274810791,107.24490440321507,49.26939010945296,momentum,0
2007-07-31,103.60826873779295,145.72000122070312,149.4600067138672,145.0399932861328,148.3300018310547,316976700.0,-0.0112634689361257,0.0108320698747273,108.01937904357912,107.77887557983398,107.16925065093,33.74782569515175,buy_hold,0
2007-08-31,104.93785095214844,147.58999633789062,148.5,146.8300018310547,147.64999389648438,185477500.0,0.0098526315913127,0.013837042270095,103.52366409301756,105.7981838989258,104.03498608025086,55.58173012010521,buy_hold,0
2007-09-30,109.00047302246094,152.5800018310547,153.19000244140625,151.97999572753906,152.85000610351562,133372100.0,-0.0033310175010092,0.0092296028793796,106.68910789489746,105.22839248657226,107.09107074274728,77.8619897709483,buy_hold,0
2007-10-31,110.479248046875,154.64999389648438,155.27000427246094,152.83999633789062,153.97999572753906,220954400.0,0.0103881884367507,0.0090873686157101,109.9030689239502,107.81389144897462,109.3450886035502,47.459814052526085,mean_reversion,0
2007-11-30,106.2000961303711,148.66000366210938,149.8699951171875,147.3300018310547,149.0399932861328,222908000.0,0.0100559636172996,0.0164357543953087,104.47877502441406,107.55725616455078,104.74704718045228,56.32633224784711,momentum,0
2007-12-31,105.0041961669922,146.2100067138672,147.61000061035156,146.05999755859375,147.10000610351562,108126800.0,-0.0074000500659286,0.0113299912107355,105.9687355041504,105.92165710449218,105.71405017643248,36.277738108869,momentum,0
2008-01-31,98.65552520751952,137.3699951171875,138.5399932861328,133.1999969482422,133.39999389648438,343680800.0,0.0182344691603781,0.014497820721871,98.60669250488282,102.4958106994629,98.76149056863606,42.27750049809882,momentum,0
2008-02-29,96.10601806640624,133.82000732421875,135.67999267578125,132.77999877929688,135.60000610351562,252715200.0,-0.0222836873498564,0.0114232256643086,97.43643074035644,99.52099578857424,97.76296202680692,52.57727592992132,momentum,0
2008-03-31,95.24662017822266,131.97000122070312,132.72999572753906,131.08999633789062,131.2899932861328,166692100.0,0.0034981302417895,0.0175306136025926,94.88079872131348,96.19592407226564,95.5101346783228,58.5186835178223,buy_hold,0
2008-04-30,99.78630065917967,138.25999450683594,140.58999633789062,138.25999450683594,139.2899932861328,208395900.0,-0.0058956017808948,0.0088002121482301,98.89819793701172,97.12626083374025,98.94097729948297,58.73642547928247,buy_hold,0
2008-05-31,101.2947235107422,140.35000610351562,140.74000549316406,139.94000244140625,140.47000122070312,117362000.0,0.0024998878720101,0.0084799975496737,101.35821838378908,99.52487838745115,100.90919145668916,55.8896799750624,mean_reversion,0
2008-06-30,92.82892608642578,127.9800033569336,128.91000366210938,127.3000030517578,127.88999938964844,258842600.0,0.0035288088041327,0.0120958388882631,96.89469184875487,99.3525343322754,96.3837224938507,24.567090742540543,momentum,0
2008-07-31,91.99475860595705,126.83000183105467,128.57000732421875,126.62999725341795,127.4000015258789,277402100.0,-0.0132262579753305,0.0139846658340798,91.00540695190428,94.93085083007811,91.87670105210748,57.06852838581276,buy_hold,0
2008-08-31,93.41642761230467,128.7899932861328,130.13999938964844,128.50999450683594,129.72999572753906,189195800.0,-0.0107538088426133,0.0126181668544722,93.18541679382324,92.39719116210938,93.05121867782108,44.27888358308493,mean_reversion,0
2008-09-30,84.61907196044922,115.98999786376952,116.8000030517578,110.52999877929688,113.51000213623048,328154400.0,0.0413898141041808,0.0310256874077216,88.42465362548828,91.0106314086914,88.06300189604835,42.35677850642858,momentum,0
2008-10-31,70.64112091064453,96.83000183105467,98.56999969482422,94.4800033569336,95.08000183105467,411394000.0,0.0055035655511699,0.060422286933535,68.8544864654541,80.8981509399414,70.72755185570142,45.69030966560565,momentum,0
